1716741570607,45.25,447287736,117129101312
1716741575646,48.52,364865336,117129031680
1716741580647,49.6,425534240,117129003008
1716741585648,50.51,383404272,117128990720
1716741590648,51.43,481044800,117128978432
1716741595649,52.28,413624048,117128966144
1716741600649,52.74,479192552,117128953856
1716741605650,53.56,442076224,117128941568
1716741610650,54.07,409250024,117128933376
1716741615651,54.39,479838128,117128921088
1716741620651,55.08,420138224,117128908800
1716741625652,55.55,384097152,117128900608
1716741630652,56.23,366358760,117129187328
