1716784510338,46.12,511314648,116400373760
1716784515479,48.51,496256720,116400316416
1716784520503,49.51,502527456,116400275456
1716784525504,50.91,498488016,116400242688
1716784530507,52.2,495431712,116400230400
1716784535528,53.15,491194024,116400222208
1716784540543,53.94,488350392,116400214016
1716784545547,54.66,485666640,116400201728
1716784550555,55.25,482778944,116400193536
1716784555556,55.79,479533680,116400185344
1716784560575,56.45,476724184,116400177152
1716784565583,56.89,473850128,116400173056
1716784570595,57.54,496354760,116392267776
