1716787470729,50.92,447287728,117588307968
1716787475802,54.53,361789472,117588226048
1716787480805,57.37,432707848,117588172800
1716787485812,58.87,453597608,117588148224
1716787490820,60.4,462498448,117588144128
1716787495820,61.25,427078504,117588131840
1716787500821,62.03,418522760,117588127744
1716787505821,62.59,410704176,117588123648
1716787510822,63.02,402159952,117588115456
1716787515822,63.74,395194912,117588111360
1716787520823,64.16,386285208,117588107264
1716787525824,64.87,379397344,117588074496
1716787530824,64.56,375248584,117588054016
