1716785898980,54.1,450028672,117531324416
1716785903986,51.69,469419408,117531242496
1716785908986,53.64,375071344,117531201536
1716785913987,54.87,485164504,117531168768
1716785918988,56.72,368454424,117531152384
1716785923988,58.34,470261848,117531140096
1716785928989,59.52,461498856,117531136000
1716785933989,60.52,452304032,117531131904
1716785938990,61.6,445589944,117531127808
1716785943990,62.11,436389992,117531119616
1716785948991,62.98,429935088,117531115520
1716785953992,62.9,420639920,117531111424
1716785958993,63.31,417459976,117531418624
