1716755972730,45.0,452769376,116794941440
1716755977941,47.96,464269248,116794888192
1716755982946,49.32,439406936,116794880000
1716755987952,49.62,414240824,116794867712
1716755992983,51.41,383997824,116794859520
1716755997984,52.42,436928424,116794847232
1716756002984,53.03,409404320,116794839040
1716756007985,53.59,386018048,116794826752
1716756012985,54.5,488749456,116794818560
1716756017987,54.94,411408200,116794806272
1716756022987,55.43,384785784,116794798080
1716756027989,55.95,361416560,116794781696
