1716773110324,50.09,452769200,117608321024
1716773115340,52.32,363928024,117608226816
1716773120341,53.66,463092424,117608165376
1716773125346,55.05,459786816,117608144896
1716773130347,56.08,457166264,117608136704
1716773135348,56.8,457166264,117608132608
1716773140348,57.46,456168416,117608128512
1716773145349,58.22,456168416,117608120320
1716773150349,58.92,456168416,117608116224
1716773155350,59.41,456168416,117608108032
1716773160351,60.02,456168416,117608103936
1716773165351,60.26,456168416,117608099840
1716773170356,60.24,456168416,117608407040
