1716784479749,53.15,499941544,117548605440
1716784484992,54.9,499048912,117548531712
1716784489996,56.91,493445368,117548498944
1716784495008,58.28,489122840,117548482560
1716784500012,59.46,484320848,117548470272
1716784505012,60.14,479514864,117548462080
1716784510015,60.53,475817528,117548457984
1716784515020,60.73,472118472,117548449792
1716784520024,61.31,499381424,117548445696
1716784525028,61.77,462652424,117548441600
1716784530064,62.27,460423544,117548437504
1716784535072,62.73,457206880,117548408832
