1716751146103,50.58,452770048,117764161536
1716751151130,50.06,408181376,117764091904
1716751156130,51.41,424494944,117764034560
1716751161131,52.26,456881360,117763993600
1716751166131,53.44,472738656,117763960832
1716751171132,54.53,370387648,117763932160
1716751176132,55.45,414796064,117763891200
1716751181133,56.45,458259640,117763866624
1716751186133,57.14,363974480,117763837952
1716751191134,57.37,410590944,117763817472
1716751196135,57.9,452161232,117763788800
1716751201135,57.91,358559616,117763764224
1716751206136,57.91,451246512,117763698688
