1716786082398,45.93,508975672,116448178176
1716786087505,48.9,514358760,116448133120
1716786092509,49.79,496262088,116448096256
1716786097524,51.01,491762760,116448075776
1716786102527,52.61,486492024,116448063488
1716786107528,53.6,480295840,116448055296
1716786112528,54.76,474862216,116448043008
1716786117530,55.42,471099056,116448034816
1716786122547,55.86,467396416,116448026624
1716786127575,56.43,467708304,116448018432
1716786132587,57.2,447746624,116448010240
1716786137608,57.18,446173016,116448002048
