1716740379199,48.55,498468184,117145247744
1716740384579,50.18,490712552,117145206784
1716740389585,51.21,482770496,117145194496
1716740394587,51.83,475872944,117145182208
1716740399609,52.73,468690672,117145174016
1716740404651,53.31,444686120,117145161728
1716740409671,53.69,437821736,117145149440
1716740414672,54.43,431819496,117145141248
1716740419683,55.12,425333816,117145128960
1716740424703,55.51,421364016,117145116672
1716740429704,56.03,412971048,117145108480
1716740434707,56.35,405113720,117145059328
