1716787473318,50.92,504379976,117588262912
1716787478684,54.53,499390088,117588189184
1716787483706,57.37,493892848,117588156416
1716787488710,58.87,489416424,117588148224
1716787493711,60.4,485835592,117588135936
1716787498717,61.25,479455352,117588127744
1716787503724,62.03,476154184,117588123648
1716787508743,62.59,472223152,117588119552
1716787513754,63.02,469098632,117588115456
1716787518770,63.74,464405776,117588111360
1716787523775,64.16,460928952,117588107264
1716787528799,64.87,464853312,117588090880
