1716740526604,45.85,506648816,117144281088
1716740531747,47.95,507473936,117144223744
1716740536752,49.55,503600720,117144211456
1716740541755,50.31,497970008,117144199168
1716740546768,51.09,495013808,117144186880
1716740551769,51.48,491275896,117144174592
1716740556791,52.08,489142024,117144162304
1716740561803,52.64,485956720,117144154112
1716740566817,53.39,484058584,117144141824
1716740571819,53.76,480961424,117144129536
1716740576830,54.34,479048424,117144121344
1716740581842,54.47,476679952,117144109056
1716740586851,54.91,470296344,117144985600
