1716756295260,50.08,514185400,117782740992
1716756300266,48.4,511029016,117782667264
1716756305267,49.73,481767200,117782630400
1716756310267,51.67,491981968,117782573056
1716756315268,53.14,462602192,117782540288
1716756320268,54.49,446814032,117782532096
1716756325269,55.57,432997192,117782519808
1716756330269,55.04,416187512,117782515712
1716756335270,54.88,398978296,117782511616
1716756340270,55.85,383918832,117782507520
1716756345271,56.5,368807840,117782503424
1716756350271,57.26,352380776,117782499328
1716756355272,57.72,342324328,117782806528
