1716773111220,50.09,509164536,117608300544
1716773116280,52.32,487091096,117608206336
1716773121281,53.66,469945032,117608161280
1716773126284,55.05,296531504,117608140800
1716773131296,56.08,255708960,117608136704
1716773136297,56.8,272488088,117608132608
1716773141312,57.46,217917624,117608128512
1716773146323,58.22,370326448,117608116224
1716773151323,58.92,215768952,117608112128
1716773156332,59.41,402782808,117608108032
1716773161332,60.02,310252928,117608103936
1716773166333,60.26,347979424,117608099840
1716773171338,60.24,477707296,117608796160
