1716777747860,56.0,508962448,117604204544
1716777753007,57.61,499477272,117604122624
1716777758020,59.32,497241600,117604061184
1716777763036,60.66,508155096,117604028416
1716777768037,61.72,503194664,117604024320
1716777773064,62.95,499651856,117604020224
1716777778064,63.75,497144616,117604007936
1716777783068,64.25,494936648,117604003840
1716777788084,64.87,491474840,117603999744
1716777793092,65.37,488981048,117603995648
1716777798117,65.74,486768904,117603991552
1716777803125,66.48,484203640,117603987456
