1716773445789,45.79,506238480,116548452352
1716773450935,47.48,509666544,116548395008
1716773456018,48.97,504394648,116548378624
1716773461019,50.01,500082968,116548370432
1716773466029,50.65,497289648,116548358144
1716773471065,51.56,492777576,116548345856
1716773476066,52.24,490520600,116548333568
1716773481086,53.1,487804304,116548321280
1716773486103,53.57,486053176,116548313088
1716773491104,54.17,483301384,116548300800
1716773496127,54.79,480925784,116548292608
1716773501133,55.21,478456616,116548280320
1716773506136,55.6,473078032,116549357568
