1716780996024,paho831120447727523,topic/security,METAVERSE,199
1716780996180,paho831120461311356,topic/maintenance,METAVERSE,237
1716780996339,paho831120461311356,topic/maintenance,METAVERSE,128
1716780996392,paho831120448142268,topic/c/lighting,METAVERSE,111
1716780996426,paho831120447045791,topic/c/lighting,METAVERSE,145
1716780996433,paho831120447045791,topic/c/lighting,METAVERSE,144
1716780996440,paho831120448142268,topic/c/lighting,METAVERSE,151
1716780996459,paho831120447727523,topic/security,METAVERSE,43
1716780996487,paho831120461311356,topic/maintenance,METAVERSE,32
1716780996488,paho831120447045791,topic/b/noise,METAVERSE,33
1716780996564,paho831120447727523,topic/security,METAVERSE,71
1716780996549,paho831120461311356,topic/maintenance,METAVERSE,13
1716780996607,paho831120447727523,topic/security,METAVERSE,41
1716780996712,paho831120447939674,topic/occupancy,METAVERSE,219
1716780996728,paho831120461311356,topic/maintenance,METAVERSE,12
1716780996742,paho831120447727523,topic/security,METAVERSE,19
1716780996754,paho831120447045791,topic/c/rfid,METAVERSE,49
1716780996762,paho831120447939674,topic/queueing,METAVERSE,57
1716780996769,paho831120447939674,topic/queueing,METAVERSE,96
1716780996769,paho831120447045791,topic/d/rfid,METAVERSE,96
1716780996829,paho831120461311356,topic/maintenance,METAVERSE,49
1716780996862,paho831120448142268,topic/v/lighting,METAVERSE,10
1716780996864,paho831120447045791,topic/v/lighting,METAVERSE,12
1716780996874,paho831120461311356,topic/maintenance,METAVERSE,62
1716780996921,paho831120447939674,topic/occupancy,METAVERSE,198
1716780996955,paho831120447727523,topic/security,METAVERSE,13
1716780996961,paho831120447727523,topic/security,METAVERSE,48
1716780996966,paho831120447727523,topic/security,METAVERSE,25
1716780996981,paho831120447939674,topic/occupancy,METAVERSE,276
1716780997000,paho831120461311356,topic/maintenance,METAVERSE,34
1716780997010,paho831120447727523,topic/security,METAVERSE,14
1716780997011,paho831120461311356,topic/maintenance,METAVERSE,25
1716780997037,paho831120447045791,topic/c/noise,METAVERSE,14
1716780997050,paho831120447939674,topic/occupancy,METAVERSE,377
1716780997063,paho831120461311356,topic/maintenance,METAVERSE,40
1716780997124,paho831120461311356,topic/maintenance,METAVERSE,58
1716780997124,paho831120447939674,topic/occupancy,METAVERSE,128
1716780997155,paho831120461311356,topic/maintenance,METAVERSE,36
1716780997176,paho831120447045791,topic/b/noise,METAVERSE,26
1716780997188,paho831120447727523,topic/security,METAVERSE,27
1716780997206,paho831120447727523,topic/security,METAVERSE,39
1716780997211,paho831120461311356,topic/maintenance,METAVERSE,61
1716780997231,paho831120447045791,topic/v/rfid,METAVERSE,12
1716780997235,paho831120447939674,topic/queueing,METAVERSE,16
1716780997256,paho831120461311356,topic/maintenance,METAVERSE,112
1716780997270,paho831120461311356,topic/maintenance,METAVERSE,74
1716780997318,paho831120461311356,topic/maintenance,METAVERSE,34
1716780997329,paho831120447727523,topic/security,METAVERSE,13
1716780997334,paho831120447727523,topic/security,METAVERSE,17
1716780997343,paho831120448142268,topic/b/lighting,METAVERSE,22
1716780997345,paho831120447045791,topic/b/lighting,METAVERSE,24
1716780997357,paho831120447939674,topic/occupancy,METAVERSE,138
1716780997367,paho831120461311356,topic/maintenance,METAVERSE,16
1716780997390,paho831120447045791,topic/g/noise,METAVERSE,10
1716780997395,paho831120461311356,topic/maintenance,METAVERSE,15
1716780997429,paho831120447727523,topic/security,METAVERSE,51
1716780997469,paho831120447727523,topic/security,METAVERSE,29
1716780997496,paho831120447727523,topic/security,METAVERSE,36
1716780997503,paho831120447727523,topic/security,METAVERSE,28
1716780997515,paho831120447939674,topic/occupancy,METAVERSE,137
1716780997543,paho831120447727523,topic/security,METAVERSE,65
1716780997559,paho831120447045791,topic/v/noise,METAVERSE,21
1716780997560,paho831120461311356,topic/maintenance,METAVERSE,22
1716780997576,paho831120448142268,topic/g/lighting,METAVERSE,18
1716780997578,paho831120447045791,topic/g/lighting,METAVERSE,20
1716780997607,paho831120461311356,topic/maintenance,METAVERSE,11
1716780997642,paho831120447727523,topic/security,METAVERSE,10
1716780997703,paho831120461311356,topic/maintenance,METAVERSE,66
1716780997753,paho831120461311356,topic/maintenance,METAVERSE,29
1716780997768,paho831120447045791,topic/d/rfid,METAVERSE,11
1716780997769,paho831120447939674,topic/queueing,METAVERSE,12
1716780997838,paho831120447045791,topic/s/noise,METAVERSE,9
1716780997854,paho831120461311356,topic/maintenance,METAVERSE,69
1716780997854,paho831120447939674,topic/occupancy,METAVERSE,97
1716780997858,paho831120461311356,topic/maintenance,METAVERSE,29
1716780997883,paho831120447727523,topic/security,METAVERSE,25
1716780997885,paho831120461311356,topic/maintenance,METAVERSE,10
1716780997917,paho831120461311356,topic/maintenance,METAVERSE,9
1716780997989,paho831120447727523,topic/security,METAVERSE,10
1716780997994,paho831120447727523,topic/security,METAVERSE,58
