1716732185616,47.2,512748256,118218264576
1716732190864,48.54,499724728,118218194944
1716732195877,50.26,514048008,118218166272
1716732200900,51.44,504057624,118218121216
1716732205929,52.53,500491416,118218080256
1716732210958,53.21,496328384,118218043392
1716732215965,53.59,492878416,118218027008
1716732220975,54.18,488977736,118218014720
1716732225998,55.45,485872856,118218002432
1716732231004,55.5,482506960,118217994240
1716732236024,55.94,479442776,118217986048
1716732241048,56.34,476200760,118217977856
1716732246059,56.56,470563744,118218858496
