1716773146797,44.24,510308648,116550410240
1716773151869,45.9,500420448,116550352896
1716773156901,47.51,498541656,116550332416
1716773161904,48.51,496082456,116550320128
1716773166931,49.43,505315120,116550311936
1716773171933,50.36,502708216,116550299648
1716773176933,51.69,499861704,116550287360
1716773181939,52.19,497893744,116550279168
1716773186940,52.9,496039872,116550266880
1716773191951,53.63,493718488,116550254592
1716773196987,54.3,491670464,116550242304
1716773202007,54.68,489790584,116550234112
1716773207023,55.1,485294456,116550914048
