1716776060489,48.53,511575736,116489515008
1716776065582,50.33,506693872,116489461760
1716776070590,51.43,501790168,116489445376
1716776075623,51.95,497463224,116489433088
1716776080643,52.36,495634976,116489424896
1716776085651,52.97,489861056,116489416704
1716776090687,53.61,487104672,116489404416
1716776095691,54.37,484804096,116489396224
1716776100701,54.74,482605488,116489383936
1716776105743,54.76,479075280,116489363456
1716776110771,55.34,476789680,116489351168
1716776115791,55.71,474177696,116489347072
1716776120805,55.25,506386720,116489838592
