1716785749868,50.18,514025264,117532258304
1716785754903,52.41,508489944,117532176384
1716785759903,53.58,482360792,117532135424
1716785764904,54.97,509773856,117532106752
1716785769904,56.5,490906704,117532102656
1716785774905,57.42,475392704,117532098560
1716785779905,58.82,461546576,117532086272
1716785784906,59.64,444769360,117532082176
1716785789906,60.55,428336344,117532078080
1716785794907,60.83,409190664,117532073984
1716785799907,61.64,397136728,117532069888
1716785804908,62.47,380500760,117532065792
1716785809910,62.27,373466192,117532368896
