1716745473907,47.71,452771848,117897977856
1716745479094,49.5,473281040,117897895936
1716745484125,50.26,373330792,117897834496
1716745489126,52.16,473277216,117897793536
1716745494127,52.63,445137480,117897760768
1716745499130,53.7,360834240,117897736192
1716745504131,54.36,472739128,117897723904
1716745509131,54.97,464394096,117897719808
1716745514132,55.7,456538152,117897715712
1716745519132,56.04,448157872,117897711616
1716745524133,56.84,439958144,117897707520
1716745529134,57.09,431806112,117897699328
1716745534134,57.33,427602264,117898006528
