1716745846909,50.45,514837720,117895323648
1716745851939,49.78,511964392,117895258112
1716745856939,51.72,486832904,117895221248
1716745861940,53.74,502397344,117895176192
1716745866940,55.04,469949768,117895135232
1716745871941,56.0,451044304,117895118848
1716745876941,56.8,433313064,117895106560
1716745881942,57.22,415223704,117895102464
1716745886942,57.6,399392616,117895098368
1716745891943,57.79,382006856,117895090176
1716745896943,58.29,366239040,117895081984
1716745901944,58.67,346854864,117895077888
1716745906944,58.62,344878712,117895389184
