1716782982226,50.41,514630368,117591629824
1716782987231,52.7,509936040,117591552000
1716782992232,54.57,477944856,117591502848
1716782997233,56.36,507602024,117591478272
1716783002233,57.62,491408336,117591470080
1716783007233,58.37,472448416,117591461888
1716783012234,59.22,457270376,117591457792
1716783017235,60.24,438818416,117591453696
1716783022235,60.7,423973944,117591449600
1716783027236,61.21,407416008,117591445504
1716783032236,61.35,393705464,117591441408
1716783037237,61.56,375686096,117591433216
1716783042237,61.68,371241752,117591379968
