1716765303531,44.82,450030672,116599377920
1716765308560,46.99,419732224,116599304192
1716765313561,48.6,397268136,116599271424
1716765318561,49.59,383321424,116599263232
1716765323562,50.5,366489904,116599250944
1716765328562,51.58,470765088,116599242752
1716765333563,52.18,455004976,116599230464
1716765338564,52.97,442388800,116599222272
1716765343564,53.69,424590768,116599209984
1716765348565,54.27,409804336,116599201792
1716765353565,54.73,396134320,116599189504
1716765358566,55.16,379016048,116599177216
1716765363566,55.62,368756464,116599128064
