1716780473515,paho830597318706172,topic/security,METAVERSE,152
1716780473533,paho830597319854468,topic/maintenance,METAVERSE,180
1716780473535,paho830597306649022,topic/v/noise,METAVERSE,182
1716780473582,paho830597319360164,topic/v/lighting,METAVERSE,19
1716780473588,paho830597319854468,topic/maintenance,METAVERSE,79
1716780473590,paho830597306649022,topic/v/lighting,METAVERSE,27
1716780473708,paho830597318706172,topic/security,METAVERSE,39
1716780473748,paho830597306649022,topic/v/rfid,METAVERSE,69
1716780473781,paho830597318706172,topic/security,METAVERSE,57
1716780473802,paho830597319854468,topic/maintenance,METAVERSE,54
1716780473817,paho830597319150754,topic/queueing,METAVERSE,138
1716780473827,paho830597318706172,topic/security,METAVERSE,102
1716780473827,paho830597319150754,topic/occupancy,METAVERSE,158
1716780473828,paho830597318706172,topic/security,METAVERSE,94
1716780473872,paho830597319854468,topic/maintenance,METAVERSE,65
1716780473910,paho830597318706172,topic/security,METAVERSE,15
1716780473956,paho830597319150754,topic/occupancy,METAVERSE,277
1716780473995,paho830597319854468,topic/maintenance,METAVERSE,72
1716780474003,paho830597319854468,topic/maintenance,METAVERSE,27
1716780474007,paho830597306649022,topic/c/rfid,METAVERSE,51
1716780474013,paho830597319150754,topic/queueing,METAVERSE,57
1716780474024,paho830597318706172,topic/security,METAVERSE,63
1716780474060,paho830597306649022,topic/c/noise,METAVERSE,11
1716780474091,paho830597319854468,topic/maintenance,METAVERSE,42
1716780474096,paho830597319360164,topic/b/lighting,METAVERSE,46
1716780474098,paho830597306649022,topic/b/lighting,METAVERSE,48
1716780474151,paho830597319854468,topic/maintenance,METAVERSE,75
1716780474154,paho830597319150754,topic/occupancy,METAVERSE,198
1716780474155,paho830597319360164,topic/c/lighting,METAVERSE,12
1716780474158,paho830597306649022,topic/c/lighting,METAVERSE,15
1716780474191,paho830597319854468,topic/maintenance,METAVERSE,104
1716780474194,paho830597319854468,topic/maintenance,METAVERSE,89
1716780474200,paho830597306649022,topic/c/lighting,METAVERSE,21
1716780474203,paho830597319360164,topic/c/lighting,METAVERSE,24
1716780474219,paho830597319854468,topic/maintenance,METAVERSE,36
1716780474241,paho830597318706172,topic/security,METAVERSE,43
1716780474304,paho830597319150754,topic/occupancy,METAVERSE,106
1716780474328,paho830597318706172,topic/security,METAVERSE,12
1716780474365,paho830597319150754,topic/occupancy,METAVERSE,49
1716780474367,paho830597319854468,topic/maintenance,METAVERSE,26
1716780474422,paho830597319360164,topic/d/lighting,METAVERSE,33
1716780474425,paho830597306649022,topic/d/lighting,METAVERSE,36
1716780474443,paho830597319854468,topic/maintenance,METAVERSE,16
1716780474463,paho830597319854468,topic/maintenance,METAVERSE,20
1716780474578,paho830597306649022,topic/b/noise,METAVERSE,27
1716780474581,paho830597319854468,topic/maintenance,METAVERSE,30
1716780474605,paho830597318706172,topic/security,METAVERSE,12
1716780474649,paho830597306649022,topic/g/rfid,METAVERSE,18
1716780474650,paho830597319150754,topic/queueing,METAVERSE,19
1716780474667,paho830597319854468,topic/maintenance,METAVERSE,34
1716780474692,paho830597318706172,topic/security,METAVERSE,12
1716780474707,paho830597319854468,topic/maintenance,METAVERSE,79
1716780474727,paho830597319854468,topic/maintenance,METAVERSE,45
1716780474730,paho830597306649022,topic/b/noise,METAVERSE,10
1716780474768,paho830597319150754,topic/occupancy,METAVERSE,137
1716780474771,paho830597319854468,topic/maintenance,METAVERSE,92
1716780474784,paho830597319854468,topic/maintenance,METAVERSE,64
1716780474787,paho830597318706172,topic/security,METAVERSE,14
1716780474807,paho830597306649022,topic/g/noise,METAVERSE,13
1716780474828,paho830597319854468,topic/maintenance,METAVERSE,34
1716780474876,paho830597319150754,topic/occupancy,METAVERSE,103
1716780474932,paho830597318706172,topic/security,METAVERSE,16
1716780474974,paho830597306649022,topic/b/noise,METAVERSE,22
1716780474977,paho830597319854468,topic/maintenance,METAVERSE,25
1716780474992,paho830597319150754,topic/occupancy,METAVERSE,76
1716780474999,paho830597319854468,topic/maintenance,METAVERSE,100
1716780475043,paho830597319854468,topic/maintenance,METAVERSE,60
1716780475050,paho830597306649022,topic/b/rfid,METAVERSE,53
1716780475053,paho830597319150754,topic/queueing,METAVERSE,56
1716780475082,paho830597319150754,topic/occupancy,METAVERSE,85
1716780475090,paho830597319854468,topic/maintenance,METAVERSE,50
1716780475131,paho830597319854468,topic/maintenance,METAVERSE,67
1716780475229,paho830597318706172,topic/security,METAVERSE,25
1716780475418,paho830597318706172,topic/security,METAVERSE,26
1716780475493,paho830597319854468,topic/maintenance,METAVERSE,43
1716780475680,paho830597318706172,topic/security,METAVERSE,34
1716780475704,paho830597319854468,topic/maintenance,METAVERSE,32
1716780475710,paho830597319854468,topic/maintenance,METAVERSE,49
1716780475728,paho830597319150754,topic/occupancy,METAVERSE,82
1716780475750,paho830597319854468,topic/maintenance,METAVERSE,30
1716780475755,paho830597318706172,topic/security,METAVERSE,21
1716780475756,paho830597318706172,topic/security,METAVERSE,21
1716780475763,paho830597319854468,topic/maintenance,METAVERSE,43
1716780475780,paho830597319360164,topic/g/lighting,METAVERSE,10
1716780475780,paho830597306649022,topic/g/lighting,METAVERSE,10
1716780475824,paho830597306649022,topic/g/noise,METAVERSE,9
1716780475831,paho830597319150754,topic/occupancy,METAVERSE,97
1716780475833,paho830597319854468,topic/maintenance,METAVERSE,18
1716780475864,paho830597318706172,topic/security,METAVERSE,23
1716780475898,paho830597318706172,topic/security,METAVERSE,45
1716780475918,paho830597318706172,topic/security,METAVERSE,11
1716780475941,paho830597318706172,topic/security,METAVERSE,15
1716780475953,paho830597318706172,topic/security,METAVERSE,921
1716780475953,paho830597319854468,topic/maintenance,METAVERSE,27
1716780475976,paho830597319150754,topic/occupancy,METAVERSE,123
1716780475981,paho830597318706172,topic/security,METAVERSE,38
1716780476050,paho830597319150754,topic/occupancy,METAVERSE,1018
1716780476065,paho830597319854468,topic/maintenance,METAVERSE,26
1716780476225,paho830597306649022,topic/s/rfid,METAVERSE,32
1716780476226,paho830597318706172,topic/security,METAVERSE,19
1716780476227,paho830597319150754,topic/queueing,METAVERSE,34
1716780476245,paho830597306649022,topic/s/rfid,METAVERSE,26
1716780476245,paho830597318706172,topic/security,METAVERSE,14
1716780476249,paho830597318706172,topic/security,METAVERSE,13
1716780476252,paho830597319150754,topic/queueing,METAVERSE,33
1716780476307,paho830597318706172,topic/security,METAVERSE,12
1716780476310,paho830597319150754,topic/occupancy,METAVERSE,103
1716780476364,paho830597318706172,topic/security,METAVERSE,13
1716780476384,paho830597319150754,topic/occupancy,METAVERSE,191
1716780476385,paho830597306649022,topic/s/noise,METAVERSE,14
1716780476386,paho830597319854468,topic/maintenance,METAVERSE,15
1716780476432,paho830597319150754,topic/occupancy,METAVERSE,213
1716780476494,paho830597319150754,topic/occupancy,METAVERSE,258
1716780476502,paho830597306649022,topic/s/lighting,METAVERSE,19
1716780476502,paho830597319360164,topic/s/lighting,METAVERSE,19
1716780476510,paho830597318706172,topic/security,METAVERSE,193
1716780476534,paho830597306649022,topic/g/lighting,METAVERSE,216
1716780476534,paho830597319360164,topic/g/lighting,METAVERSE,216
1716780476635,paho830597319150754,topic/occupancy,METAVERSE,318
1716780476637,paho830597319854468,topic/maintenance,METAVERSE,141
1716780476658,paho830597319854468,topic/maintenance,METAVERSE,162
1716780476668,paho830597306649022,topic/g/rfid,METAVERSE,11
1716780476670,paho830597319150754,topic/queueing,METAVERSE,13
1716780476677,paho830597318706172,topic/security,METAVERSE,18
1716780476680,paho830597319854468,topic/maintenance,METAVERSE,67
1716780476723,paho830597319854468,topic/maintenance,METAVERSE,52
1716780476753,paho830597319150754,topic/occupancy,METAVERSE,96
1716780476754,paho830597319854468,topic/maintenance,METAVERSE,96
1716780476763,paho830597318706172,topic/security,METAVERSE,39
1716780476812,paho830597318706172,topic/security,METAVERSE,33
1716780476832,paho830597306649022,topic/b/noise,METAVERSE,12
1716780476846,paho830597319854468,topic/maintenance,METAVERSE,26
1716780476853,paho830597318706172,topic/security,METAVERSE,12
1716780476867,paho830597319854468,topic/maintenance,METAVERSE,43
1716780476888,paho830597319150754,topic/occupancy,METAVERSE,109
1716780476892,paho830597318706172,topic/security,METAVERSE,26
1716780476911,paho830597319854468,topic/maintenance,METAVERSE,70
1716780476949,paho830597306649022,topic/d/noise,METAVERSE,41
1716780476951,paho830597319854468,topic/maintenance,METAVERSE,16
1716780476968,paho830597319854468,topic/maintenance,METAVERSE,60
1716780476975,paho830597318706172,topic/security,METAVERSE,23
1716780477015,paho830597319854468,topic/maintenance,METAVERSE,64
1716780477023,paho830597319150754,topic/occupancy,METAVERSE,71
1716780477036,paho830597306649022,topic/e/noise,METAVERSE,28
1716780477036,paho830597319854468,topic/maintenance,METAVERSE,28
1716780477058,paho830597306649022,topic/s/lighting,METAVERSE,16
1716780477058,paho830597319360164,topic/s/lighting,METAVERSE,16
1716780477114,paho830597306649022,topic/d/rfid,METAVERSE,27
