day,time_period,bandwidth,resources,smart_lighting,security,visitor_guiding,maintenance,metaverse
monday,morning,500,50000,16.65406976744186,23.769620253164558,76.18276762402088,24.917241379310344,16.784172661870503
monday,afternoon,20,5000,35.152542372881356,100.91182364729458,12103.566666666668,423.76106194690266,34.65034965034965
monday,afternoon,20,10000,44.38150289017341,35.36563071297989,244.78494623655914,98.40512820512821,41.16967509025271
monday,afternoon,20,15000,30.91860465116279,35.235915492957744,107.46685082872928,48.03950617283951,32.935661764705884
monday,afternoon,20,20000,33.02247191011236,41.881270903010034,91.63387978142076,43.010025062656645,33.55714285714286
monday,afternoon,20,25000,35.83806818181818,33.022887323943664,89.1367292225201,43.824691358024694,39.15563506261181
monday,afternoon,20,30000,35.03125,32.92179700499168,87.03865979381443,41.711779448621556,34.0547703180212
monday,afternoon,20,35000,33.82183908045977,34.709734513274334,76.31043256997455,42.41813602015113,32.93274336283186
monday,afternoon,20,40000,34.74576271186441,34.7948275862069,92.38560411311055,44.78832116788321,33.86994727592267
monday,afternoon,20,45000,40.16959064327485,33.21097770154374,80.26331360946746,50.38442822384428,38.65595463137996
monday,afternoon,20,50000,42.79651162790697,34.89038785834739,93.27873563218391,43.73145780051151,45.253258845437614
monday,afternoon,40,5000,23.224719101123597,188.32562620423892,12304.340740740741,404.0118343195266,22.756708407871198
monday,afternoon,40,10000,23.19774011299435,33.427609427609426,279.3722222222222,91.44791666666667,23.159212880143112
monday,afternoon,40,15000,25.402857142857144,27.006872852233677,84.23136246786632,33.831295843520785,26.29225352112676
monday,afternoon,40,20000,21.917613636363637,20.676222596964585,77.1841359773371,33.59661835748792,24.68978102189781
monday,afternoon,40,25000,22.96820809248555,25.3886925795053,86.30890052356021,32.173170731707316,24.463195691202873
monday,afternoon,40,30000,20.089080459770116,22.11111111111111,72.44565217391305,26.621026894865526,20.157894736842106
monday,afternoon,40,35000,24.207602339181285,25.065486725663717,78.65552699228792,34.24878048780488,23.203237410071942
monday,afternoon,40,40000,22.017241379310345,24.853615520282187,76.05172413793103,33.036144578313255,22.83210332103321
monday,afternoon,40,45000,25.754335260115607,20.829090909090908,84.28529411764706,37.21553884711779,27.071428571428573
monday,afternoon,40,50000,20.426136363636363,21.692307692307693,82.92266666666667,26.607843137254903,22.501785714285713
monday,afternoon,60,5000,21.85674157303371,211.65055762081784,9688.78205128205,390.322188449848,20.601709401709403
monday,afternoon,60,10000,19.43258426966292,24.994575045207956,192.50420168067228,60.80612244897959,19.063943161634104
monday,afternoon,60,15000,19.73546511627907,20.4376130198915,83.3,30.77556109725686,21.6775956284153
monday,afternoon,60,20000,18.405714285714286,21.016778523489933,72.74747474747475,30.25990099009901,19.36013986013986
monday,afternoon,60,25000,22.72222222222222,20.17383512544803,86.68051948051948,30.231552162849873,23.8768115942029
monday,afternoon,60,30000,26.627167630057805,25.165232358003443,78.47294117647058,25.703883495145632,24.057291666666668
monday,afternoon,60,35000,17.994285714285713,21.156896551724138,74.99760765550239,27.323741007194243,18.867697594501717
monday,afternoon,60,40000,20.651685393258425,20.877162629757784,72.23759791122716,26.58252427184466,19.751313485113837
monday,afternoon,60,45000,21.517045454545453,24.632302405498283,74.84309133489461,27.834158415841586,21.01023890784983
monday,afternoon,60,50000,18.901162790697676,20.337412587412587,70.4395061728395,32.24819277108434,18.26017699115044
monday,afternoon,80,5000,17.198863636363637,115.33399209486166,12035.3537414966,403.8184357541899,16.70390070921986
monday,afternoon,80,10000,19.376436781609197,22.518260869565218,263.731778425656,66.54636591478696,18.870609981515713
monday,afternoon,80,15000,21.373563218390803,17.346620450606586,78.71034482758621,31.37956204379562,21.661538461538463
monday,afternoon,80,20000,16.6,19.480427046263344,67.01612903225806,28.37226277372263,20.06115107913669
monday,afternoon,80,25000,16.384393063583815,17.7677304964539,69.02266288951841,22.367901234567903,17.75551470588235
monday,afternoon,80,30000,19.27900552486188,21.47902097902098,77.12771084337349,31.570731707317073,18.801011804384487
monday,afternoon,80,35000,32.11714285714286,19.16496598639456,73.30813953488372,24.132653061224488,27.255083179297596
monday,afternoon,80,40000,17.789017341040463,18.505281690140844,76.38315217391305,21.367149758454108,20.876588021778584
monday,afternoon,80,45000,15.229651162790697,16.757798165137615,73.08121827411168,25.019801980198018,18.0304114490161
monday,afternoon,80,50000,19.17630057803468,22.498293515358363,79.94852941176471,24.768844221105528,19.796491228070174
monday,afternoon,100,5000,20.890449438202246,280.13916500994037,10383.1091954023,513.993993993994,19.268251273344653
monday,afternoon,100,10000,17.26453488372093,22.847396768402156,268.7181571815718,97.26980198019803,19.60397830018083
monday,afternoon,100,15000,14.769886363636363,16.5,82.27345844504022,38.4675,16.94830659536542
monday,afternoon,100,20000,16.008522727272727,18.675862068965518,66.96491228070175,25.346341463414635,15.541958041958042
monday,afternoon,100,25000,15.425287356321839,20.570940170940172,73.49726775956285,24.15686274509804,15.57866184448463
monday,afternoon,100,30000,17.414772727272727,18.580698835274543,71.33957219251337,23.20935960591133,17.2078853046595
monday,afternoon,100,35000,16.633522727272727,18.59491525423729,67.61578947368422,26.70559610705596,17.29964539007092
monday,afternoon,100,40000,16.726744186046513,16.66382252559727,67.33333333333333,21.880487804878047,18.400375939849624
monday,afternoon,100,45000,14.227011494252874,16.078125,69.16844919786097,24.63882063882064,15.083032490974729
monday,afternoon,100,50000,15.351428571428572,20.46153846153846,71.1086956521739,25.121065375302663,16.17383512544803
monday,afternoon,150,5000,15.216763005780347,130.82658959537574,10672.865497076024,459.4957507082153,15.038327526132404
monday,afternoon,150,10000,19.033519553072626,20.28342245989305,322.59183673469386,100.17794486215539,17.643598615916954
monday,afternoon,150,15000,14.158192090395481,18.597602739726028,90.20263157894736,35.458333333333336,16.44973544973545
monday,afternoon,150,20000,16.08092485549133,16.620573355817875,78.37275064267352,29.98048780487805,15.750445632798574
monday,afternoon,150,25000,14.063583815028903,16.62348877374784,69.77306733167082,23.677261613691932,14.110915492957746
monday,afternoon,150,30000,15.114285714285714,16.26178010471204,67.68131868131869,26.11764705882353,15.553734061930783
monday,afternoon,150,35000,20.19774011299435,16.210616438356166,65.05471124620061,23.35251798561151,19.467532467532468
monday,afternoon,150,40000,16.80057803468208,18.608156028368793,63.873198847262245,25.3510101010101,17.846296296296295
monday,afternoon,150,45000,15.120786516853933,14.182624113475176,66.4247572815534,29.305418719211822,15.878216123499142
monday,afternoon,150,50000,17.93859649122807,17.317460317460316,72.75128205128205,27.174807197943444,20.165467625899282
monday,afternoon,200,5000,14.38888888888889,120.0057251908397,12912.391025641025,449.75,14.858620689655172
monday,afternoon,200,10000,15.769005847953217,19.695970695970697,177.44240837696336,58.87696335078534,19.857913669064747
monday,afternoon,200,15000,14.273255813953488,22.701627486437612,89.38743455497382,31.004950495049506,15.58983666061706
monday,afternoon,200,20000,20.205202312138727,14.4853195164076,73.3070652173913,22.719298245614034,20.521897810218977
monday,afternoon,200,25000,16.579545454545453,15.596938775510203,66.07772020725389,24.615384615384617,16.338028169014084
monday,afternoon,200,30000,18.433908045977013,16.04123711340206,68.81298701298701,23.65743073047859,16.430357142857144
monday,afternoon,200,35000,13.289017341040463,15.778523489932885,67.15549597855228,21.30317848410758,13.679417122040073
monday,afternoon,200,40000,14.846820809248555,16.123214285714287,72.40356083086053,26.361386138613863,19.37243947858473
monday,afternoon,200,45000,17.028735632183906,18.17369308600337,71.72135416666667,22.365853658536587,17.144642857142856
monday,afternoon,200,50000,15.90643274853801,17.849912739965095,82.1125,23.764851485148515,16.028520499108733
monday,afternoon,250,5000,13.980337078651685,72.76380952380953,12903.029850746268,445.7151335311573,14.183783783783785
monday,afternoon,250,10000,18.31286549707602,23.01607142857143,278.9808743169399,72.30827067669173,18.656363636363636
monday,afternoon,250,15000,14.375,14.87215411558669,70.29441624365482,27.903703703703705,14.951785714285714
monday,afternoon,250,20000,14.264367816091953,17.481283422459892,73.1307901907357,32.61274509803921,19.689407540394974
monday,afternoon,250,25000,13.257062146892656,18.240549828178693,66.45526315789473,26.42142857142857,14.786096256684491
monday,afternoon,250,30000,14.676300578034683,17.894160583941606,73.615,21.32116788321168,17.401060070671377
monday,afternoon,250,35000,11.080459770114942,17.182456140350876,74.8984375,22.31873479318735,13.007155635062611
monday,afternoon,250,40000,15.585227272727273,15.158928571428572,66.22921914357683,23.46731234866828,15.777583187390542
monday,afternoon,250,45000,20.008426966292134,17.714795008912656,73.95812807881774,24.70528967254408,22.005190311418684
monday,afternoon,250,50000,18.002906976744185,19.686851211072664,67.41038961038961,18.82125603864734,16.816876122082586
monday,afternoon,300,5000,15.657142857142857,226.24196597353497,14741.46875,255.40816326530611,15.086238532110091
monday,afternoon,300,10000,15.692090395480227,17.315508021390375,195.48640483383687,70.88431876606684,15.424131627056672
monday,afternoon,300,15000,17.561046511627907,14.942003514938488,75.74785100286533,28.5678391959799,17.637037037037036
monday,afternoon,300,20000,13.5,15.164912280701754,72.49175824175825,21.125615763546797,14.852313167259787
monday,afternoon,300,25000,13.677142857142858,14.944540727902947,76.13756613756614,23.223844282238442,14.82078853046595
monday,afternoon,300,30000,13.971264367816092,14.434704830053667,70.4396782841823,22.418546365914786,15.839350180505415
monday,afternoon,300,35000,16.15909090909091,16.920353982300885,69.21197007481297,20.822384428223845,15.940869565217392
monday,afternoon,300,40000,14.358757062146893,16.575174825174827,88.11274509803921,22.05072463768116,15.48448275862069
monday,afternoon,300,45000,16.75722543352601,16.180530973451326,71.79473684210527,24.971014492753625,17.084532374100718
monday,afternoon,300,50000,12.488505747126437,15.655536028119508,78.84729064039409,26.94951923076923,14.928446771378708
monday,afternoon,350,5000,13.177142857142858,67.02480916030534,13628.666666666666,480.7039106145251,15.106884057971014
monday,afternoon,350,10000,17.76453488372093,17.757950530035334,258.2585751978892,141.96039603960395,21.05945945945946
monday,afternoon,350,15000,22.866666666666667,14.827054794520548,77.89285714285714,34.12971698113208,21.84083044982699
monday,afternoon,350,20000,25.13450292397661,14.515625,67.01570680628272,29.5409429280397,21.921960072595283
monday,afternoon,350,25000,19.141618497109828,15.116197183098592,86.55949367088607,25.248803827751196,17.544483985765126
monday,afternoon,350,30000,15.200581395348838,14.931153184165233,72.9685230024213,29.47761194029851,15.232394366197184
monday,afternoon,350,35000,20.194285714285716,15.034782608695652,75.23398328690807,28.81,20.676363636363636
monday,afternoon,350,40000,14.50578034682081,15.032423208191126,78.07506702412869,24.046228710462287,15.00900900900901
monday,afternoon,350,45000,17.443502824858758,16.161016949152543,68.95856353591161,21.139949109414758,16.820976491862567
monday,afternoon,350,50000,16.815028901734102,14.404371584699453,73.54933333333334,23.637931034482758,18.28880866425993
monday,afternoon,400,5000,15.063583815028903,103.92801556420234,12204.664335664336,692.0143266475644,15.552962298025134
monday,afternoon,400,10000,18.612068965517242,20.233695652173914,378.6287878787879,106.31876606683805,18.58274647887324
monday,afternoon,400,15000,16.393063583815028,13.005405405405405,72.3894472361809,26.102941176470587,16.929078014184398
monday,afternoon,400,20000,14.574285714285715,17.005226480836235,68.57142857142857,22.185365853658535,14.54006968641115
monday,afternoon,400,25000,15.96551724137931,13.713028169014084,71.20051413881748,21.23573200992556,15.743362831858407
monday,afternoon,400,30000,10.997109826589595,13.955357142857142,84.13390313390313,24.54320987654321,13.152573529411764
monday,afternoon,400,35000,14.656976744186046,14.909574468085106,67.82857142857142,25.834625322997415,16.343525179856115
monday,afternoon,400,40000,15.344827586206897,15.142857142857142,62.505102040816325,21.94951923076923,15.795373665480428
monday,afternoon,400,45000,17.47142857142857,17.200704225352112,63.23097826086956,23.423728813559322,16.584532374100718
monday,afternoon,400,50000,15.341954022988507,15.29553264604811,64.41584158415841,26.387409200968523,15.395104895104895
monday,afternoon,450,5000,15.928571428571429,221.546875,14532.244444444445,442.1137026239067,16.191637630662022
monday,afternoon,450,10000,13.453488372093023,20.488330341113105,299.7057291666667,80.01515151515152,13.362007168458781
monday,afternoon,450,15000,13.468208092485549,15.03804347826087,94.38227146814404,36.29950495049505,19.771897810218977
monday,afternoon,450,20000,15.330459770114942,14.744827586206897,70.61794871794872,21.746898263027294,13.976827094474153
monday,afternoon,450,25000,14.75,14.651085141903172,65.94395280235989,22.28855721393035,14.962406015037594
monday,afternoon,450,30000,16.25423728813559,16.084745762711865,74.46109510086455,22.790243902439023,15.151183970856103
monday,afternoon,450,35000,12.65625,17.43243243243243,64.59644670050761,21.985330073349633,13.51578947368421
monday,afternoon,450,40000,15.307471264367816,17.78902229845626,63.95,23.942307692307693,15.396428571428572
monday,afternoon,450,45000,16.332386363636363,13.84,69.87349397590361,20.729268292682928,15.947663551401869
monday,afternoon,450,50000,14.45664739884393,18.208981001727114,68.7704081632653,30.41457286432161,15.372549019607844
monday,afternoon,500,5000,12.865168539325843,185.51830443159923,12901.604026845638,720.6189111747851,13.102076124567475
monday,afternoon,500,10000,14.780346820809248,20.95993031358885,354.36543909348444,163.165,14.462385321100918
monday,afternoon,500,15000,17.40625,13.631578947368421,79.78531073446328,22.564039408866996,17.444241316270567
monday,afternoon,500,20000,15.318435754189943,15.008620689655173,72.39010989010988,26.392344497607656,15.791150442477877
monday,afternoon,500,25000,14.137640449438202,15.4553264604811,79.80748663101605,24.31924882629108,16.854609929078013
monday,afternoon,500,30000,15.48,14.348056537102474,67.77912621359224,21.258706467661693,14.20695652173913
monday,afternoon,500,35000,13.14406779661017,14.843270868824531,64.85233160621762,21.495121951219513,13.574955908289242
monday,afternoon,500,40000,16.934285714285714,17.01763668430335,68.15608465608466,23.53,18.197132616487455
monday,afternoon,500,45000,16.208092485549134,20.548986486486488,80.53956834532374,32.712846347607055,18.805944055944057
monday,afternoon,500,50000,18.027932960893853,13.439469320066335,68.48354430379747,29.24264705882353,19.409407665505228
wednesday,morning,20,5000,40.174157303370784,129.24601366742596,7986.186335403727,570.6654676258993,36.99310344827586
wednesday,morning,20,10000,34.218023255813954,46.3195020746888,335.26666666666665,193.49698795180723,34.05954465849387
wednesday,morning,20,15000,34.145348837209305,31.78252032520325,91.09383378016086,42.62647058823529,33.37043795620438
wednesday,morning,20,20000,43.9080459770115,35.77825159914712,88.42268041237114,43.45086705202312,43.10834813499112
wednesday,morning,20,25000,33.58238636363637,36.433684210526316,80.00252525252525,45.02332361516035,34.23157894736842
wednesday,morning,20,30000,32.494285714285716,32.35622317596567,79.81095890410958,41.07941176470588,33.173598553345386
wednesday,morning,20,35000,34.933526011560694,31.701075268817203,83.2824427480916,39.72254335260116,34.47433628318584
wednesday,morning,20,40000,30.252906976744185,33.675105485232066,86.63806970509384,43.997058823529414,33.107468123861565
wednesday,morning,20,45000,34.367816091954026,36.92872570194385,93.40883977900552,55.55619596541787,37.890310786106035
wednesday,morning,20,50000,32.36571428571428,34.688453159041394,91.92893401015229,45.05763688760807,33.40034965034965
