1716784211102,47.95,513600528,116402311168
1716784216123,49.24,496970352,116402249728
1716784221124,51.14,491149328,116402212864
1716784226124,52.25,462415120,116402180096
1716784231125,53.35,495061840,116402171904
1716784236125,54.44,474503776,116402159616
1716784241126,54.89,457400160,116402151424
1716784246126,55.7,438150792,116402139136
1716784251127,56.12,421762584,116402130944
1716784256127,56.35,400636632,116402122752
1716784261128,56.73,383824960,116402114560
1716784266128,57.15,365531640,116402106368
1716784271129,57.62,357671808,116402597888
