1716730948593,48.09,455510784,117362434048
1716730953626,48.56,422532104,117362360320
1716730958627,50.2,411382560,117362339840
1716730963627,51.06,400237008,117362331648
1716730968628,52.02,386358504,117362323456
1716730973628,52.74,375195616,117362311168
1716730978629,53.64,366837776,117362302976
1716730983630,54.39,481868048,117362294784
1716730988630,54.6,468937056,117362286592
1716730993631,55.11,458782256,117362278400
1716730998631,55.1,446749168,117362266112
1716731003632,55.58,434446528,117362257920
1716731008632,55.93,429539328,117362196480
