1716779169116,50.58,512514976,117575266304
1716779174278,53.26,471733768,117575180288
1716779179281,53.96,417020624,117575127040
1716779184286,54.52,370033208,117575090176
1716779189291,55.6,287097232,117575061504
1716779194308,55.87,504639960,117575036928
1716779199308,56.69,430119304,117575016448
1716779204320,57.19,355746936,117574995968
1716779209328,57.5,274958128,117574975488
1716779214331,57.94,470233656,117574955008
1716779219347,58.26,389948168,117574934528
1716779224352,59.36,289702024,117574914048
1716779229380,58.77,245005216,117575401472
