1716751297682,50.03,507265656,117763051520
1716751302798,51.95,506568808,117762985984
1716751307826,52.91,494580016,117762957312
1716751312831,53.88,490728800,117762932736
1716751317838,54.21,486548608,117762920448
1716751322839,55.15,481592232,117762904064
1716751327852,56.02,477316312,117762891776
1716751332853,56.66,472853592,117762863104
1716751337864,57.25,469596016,117762846720
1716751342868,57.39,504627896,117762838528
1716751347872,57.6,465648856,117762834432
1716751352882,57.79,464482280,117762830336
1716751357900,58.21,447705064,117763719168
