1716756968471,paho804009313357018,topic/v/lighting,METAVERSE,168
1716756968470,paho804009334386196,topic/security,METAVERSE,172
1716756968469,paho804009335029837,topic/v/lighting,METAVERSE,166
1716756968552,paho804009334386196,topic/security,METAVERSE,212
1716756968568,paho804009313357018,topic/v/rfid,METAVERSE,44
1716756968578,paho804009334784623,topic/queueing,METAVERSE,54
1716756968610,paho804009313357018,topic/v/rfid,METAVERSE,70
1716756968640,paho804009334784623,topic/queueing,METAVERSE,100
1716756968665,paho804009335546168,topic/maintenance,METAVERSE,209
1716756968672,paho804009334386196,topic/security,METAVERSE,74
1716756968704,paho804009313357018,topic/v/noise,METAVERSE,28
1716756968817,paho804009335546168,topic/maintenance,METAVERSE,141
1716756968823,paho804009334386196,topic/security,METAVERSE,27
1716756968826,paho804009334784623,topic/occupancy,METAVERSE,302
1716756968830,paho804009334386196,topic/security,METAVERSE,10
1716756968860,paho804009335546168,topic/maintenance,METAVERSE,156
1716756968877,paho804009313357018,topic/c/lighting,METAVERSE,7
1716756968878,paho804009335029837,topic/c/lighting,METAVERSE,8
1716756968909,paho804009335546168,topic/maintenance,METAVERSE,35
1716756968915,paho804009334386196,topic/security,METAVERSE,24
1716756968920,paho804009334784623,topic/occupancy,METAVERSE,380
1716756968964,paho804009335546168,topic/maintenance,METAVERSE,92
1716756968980,paho804009334784623,topic/occupancy,METAVERSE,382
1716756968983,paho804009313357018,topic/c/noise,METAVERSE,27
1716756968988,paho804009335546168,topic/maintenance,METAVERSE,32
1716756969043,paho804009334386196,topic/security,METAVERSE,51
1716756969052,paho804009335546168,topic/maintenance,METAVERSE,31
1716756969088,paho804009335546168,topic/maintenance,METAVERSE,27
1716756969098,paho804009334386196,topic/security,METAVERSE,41
1716756969136,paho804009335546168,topic/maintenance,METAVERSE,12
1716756969149,paho804009313357018,topic/c/lighting,METAVERSE,5
1716756969150,paho804009335029837,topic/c/lighting,METAVERSE,6
1716756969155,paho804009334386196,topic/security,METAVERSE,51
1716756969208,paho804009334784623,topic/occupancy,METAVERSE,151
1716756969222,paho804009335546168,topic/maintenance,METAVERSE,30
1716756969377,paho804009335546168,topic/maintenance,METAVERSE,53
1716756969402,paho804009335546168,topic/maintenance,METAVERSE,34
1716756969407,paho804009334386196,topic/security,METAVERSE,47
1716756969429,paho804009334386196,topic/security,METAVERSE,60
1716756969444,paho804009335546168,topic/maintenance,METAVERSE,75
1716756969482,paho804009334386196,topic/security,METAVERSE,26
1716756969488,paho804009334386196,topic/security,METAVERSE,31
1716756969501,paho804009335546168,topic/maintenance,METAVERSE,10
1716756969568,paho804009313357018,topic/v/rfid,METAVERSE,7
1716756969570,paho804009334784623,topic/queueing,METAVERSE,9
1716756969595,paho804009313357018,topic/v/rfid,METAVERSE,8
1716756969597,paho804009334784623,topic/queueing,METAVERSE,10
1716756969610,paho804009313357018,topic/c/rfid,METAVERSE,41
1716756969613,paho804009334784623,topic/queueing,METAVERSE,44
1716756969628,paho804009334784623,topic/occupancy,METAVERSE,67
1716756969686,paho804009334784623,topic/occupancy,METAVERSE,99
1716756969691,paho804009313357018,topic/s/noise,METAVERSE,20
1716756969701,paho804009335546168,topic/maintenance,METAVERSE,30
1716756969738,paho804009334784623,topic/occupancy,METAVERSE,169
1716756969801,paho804009335546168,topic/maintenance,METAVERSE,41
1716756969924,paho804009335546168,topic/maintenance,METAVERSE,6
1716756969953,paho804009335546168,topic/maintenance,METAVERSE,44
1716756969992,paho804009335546168,topic/maintenance,METAVERSE,72
1716756970199,paho804009334386196,topic/security,METAVERSE,34
1716756970237,paho804009334784623,topic/occupancy,METAVERSE,72
1716756970500,paho804009313357018,topic/d/lighting,METAVERSE,8
1716756970500,paho804009335029837,topic/d/lighting,METAVERSE,8
1716756970533,paho804009334386196,topic/security,METAVERSE,26
1716756970536,paho804009334386196,topic/security,METAVERSE,28
1716756970565,paho804009313357018,topic/s/lighting,METAVERSE,6
1716756970566,paho804009335029837,topic/s/lighting,METAVERSE,7
1716756970624,paho804009334386196,topic/security,METAVERSE,17
1716756970672,paho804009334784623,topic/occupancy,METAVERSE,65
1716756970712,paho804009334386196,topic/security,METAVERSE,13
1716756970744,paho804009334784623,topic/occupancy,METAVERSE,45
1716756970969,paho804009335546168,topic/maintenance,METAVERSE,41
1716756971020,paho804009313357018,topic/g/noise,METAVERSE,78
1716756971039,paho804009335546168,topic/maintenance,METAVERSE,97
1716756971061,paho804009334386196,topic/security,METAVERSE,21
1716756971120,paho804009313357018,topic/d/rfid,METAVERSE,8
1716756971123,paho804009334784623,topic/queueing,METAVERSE,11
1716756971155,paho804009334386196,topic/security,METAVERSE,5
1716756971163,paho804009334784623,topic/occupancy,METAVERSE,51
1716756971235,paho804009334784623,topic/occupancy,METAVERSE,85
