1716765336139,51.94,504125072,117676998656
1716765341256,54.75,500542976,117676920832
1716765346266,57.09,495691272,117676892160
1716765351268,58.76,491531176,117676875776
1716765356275,60.63,487824760,117676867584
1716765361292,61.7,481676368,117676863488
1716765366308,62.2,478233448,117676859392
1716765371312,62.59,473648456,117676855296
1716765376356,61.9,469647096,117676851200
1716765381375,62.07,456181056,117676847104
1716765386376,62.38,456181056,117676838912
1716765391400,62.43,451574616,117676818432
