1716785899995,51.69,509176048,117531299840
1716785905060,53.64,499535344,117531234304
1716785910071,54.87,497101472,117531189248
1716785915081,56.72,507957488,117531164672
1716785920111,58.34,501906928,117531148288
1716785925114,59.52,497730664,117531136000
1716785930115,60.52,495251040,117531131904
1716785935128,61.6,493391408,117531127808
1716785940144,62.11,490947960,117531123712
1716785945161,62.98,487925184,117531119616
1716785950184,62.9,485704872,117531115520
1716785955192,63.31,483746792,117531111424
