1716741073380,49.16,503362408,118017835008
1716741078534,50.35,501258648,118017794048
1716741083547,51.68,391068040,118017753088
1716741088557,53.15,238969904,118017703936
1716741093571,54.26,356991368,118017662976
1716741098614,55.6,493148112,118017630208
1716741103615,56.35,327419968,118017597440
1716741108639,56.97,469249536,118017568768
1716741113646,57.37,316005016,118017515520
1716741118647,58.22,465672664,118017486848
1716741123713,58.44,308042312,118017458176
1716741128720,58.33,456655960,118017433600
