1716756568074,47.63,450029104,116791160832
1716756573133,49.42,411515872,116791083008
1716756578133,50.27,402869912,116791062528
1716756583134,51.05,383455632,116791054336
1716756588135,51.36,372297296,116791046144
1716756593147,51.5,483196488,116791033856
1716756598148,52.58,465535456,116791025664
1716756603148,53.49,451587936,116791013376
1716756608149,53.93,439648936,116791001088
1716756613149,54.26,426803704,116790992896
1716756618150,54.4,413352320,116790980608
1716756623151,54.69,397790728,116790972416
1716756628151,55.43,392030128,116791259136
