1716753308243,46.24,450028056,117719289856
1716753313306,47.74,460900872,117719207936
1716753318314,49.2,357475464,117719150592
1716753323314,50.71,443354144,117719101440
1716753328315,52.49,373333416,117719060480
1716753333316,53.73,371857616,117719027712
1716753338316,54.64,442203152,117718994944
1716753343317,55.39,434233176,117718953984
1716753348318,55.84,425394288,117718896640
1716753353318,55.93,417628728,117718888448
1716753358319,56.18,409159496,117718884352
1716753363320,56.24,401895632,117718880256
1716753368320,56.62,397118136,117718822912
